,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT
0,0042400401,1610612754,IND,Indiana,1630174,Aaron Nesmith,Aaron,F,,31.000000:10,0.585,0.283,0.287,0.357,0.405,0.143,0.044,0.054
1,0042400401,1610612754,IND,Indiana,1627783,Pascal Siakam,Pascal,F,,34.000000:59,0.54,0.222,0.256,0.333,0.515,0.313,0.065,0.118
2,0042400401,1610612754,IND,Indiana,1626167,Myles Turner,Myles,C,,27.000000:37,0.573,0.271,0.225,0.333,0.371,0.224,0.066,0.206
3,0042400401,1610612754,IND,Indiana,1629614,Andrew Nembhard,Andrew,G,,32.000000:24,0.616,0.268,0.183,0.31,0.418,0.209,0.07,0.189
4,0042400401,1610612754,IND,Indiana,1630169,Tyrese Haliburton,Tyrese,G,,38.000000:55,0.586,0.266,0.264,0.303,0.409,0.11,0.06,0.149
5,0042400401,1610612754,IND,Indiana,1630167,Obi Toppin,Obi,,,25.000000:18,0.724,0.289,0.279,0.25,0.4,0.164,0.054,0.188
6,0042400401,1610612754,IND,Indiana,1641767,Ben Sheppard,Ben,,,9.000000:05,0.5,0.286,0.282,0.375,0.526,0.526,0.049,0.5
7,0042400401,1610612754,IND,Indiana,204456,T.J. McConnell,T.J.,,,16.000000:33,0.567,0.2,0.252,0.214,0.591,0.455,0.053,0.267
8,0042400401,1610612754,IND,Indiana,1631097,Bennedict Mathurin,Bennedict,,,15.000000:53,0.586,0.207,0.178,0.286,0.567,0.5,0.14,0.4
9,0042400401,1610612754,IND,Indiana,1628418,Thomas Bryant,Thomas,,,8.000000:07,0.467,0.267,0.119,0.25,0.688,0.313,0.116,0.5
10,0042400401,1610612754,IND,Indiana,1628396,Tony Bradley,Tony,,DNP - Coach's Decision,,,,,,,,,
11,0042400401,1610612754,IND,Indiana,1642277,Johnny Furphy,Johnny,,DNP - Coach's Decision,,,,,,,,,
12,0042400401,1610612754,IND,Indiana,1630543,Isaiah Jackson,Isaiah,,DND - Injury/Illness,,,,,,,,,
13,0042400401,1610612754,IND,Indiana,201949,James Johnson,James,,DNP - Coach's Decision,,,,,,,,,
14,0042400401,1610612754,IND,Indiana,1641716,Jarace Walker,Jarace,,DND - Injury/Illness,,,,,,,,,
15,0042400401,1610612760,OKC,Oklahoma City,1629652,Luguentz Dort,Luguentz,F,,36.000000:21,0.428,0.105,0.064,0.159,0.568,0.237,0.276,0.323
16,0042400401,1610612760,OKC,Oklahoma City,1631114,Jalen Williams,Jalen,F,,36.000000:27,0.446,0.257,0.062,0.179,0.585,0.231,0.245,0.394
17,0042400401,1610612760,OKC,Oklahoma City,1631096,Chet Holmgren,Chet,C,,23.000000:32,0.412,0.157,0.039,0.172,0.526,0.263,0.289,0.348
18,0042400401,1610612760,OKC,Oklahoma City,1641717,Cason Wallace,Cason,G,,33.000000:16,0.444,0.127,0.055,0.158,0.625,0.339,0.266,0.429
19,0042400401,1610612760,OKC,Oklahoma City,1628983,Shai Gilgeous-Alexander,Shai,G,,39.000000:34,0.47,0.159,0.069,0.159,0.592,0.215,0.253,0.273
20,0042400401,1610612760,OKC,Oklahoma City,1627936,Alex Caruso,Alex,,,28.000000:28,0.481,0.407,0.079,0.179,0.588,0.216,0.219,0.25
21,0042400401,1610612760,OKC,Oklahoma City,1628392,Isaiah Hartenstein,Isaiah,,,17.000000:01,0.53,0.424,0.105,0.313,0.613,0.226,0.158,0.143
22,0042400401,1610612760,OKC,Oklahoma City,1630198,Isaiah Joe,Isaiah,,,11.000000:08,0.5,0.217,0.083,0.231,0.588,0.353,0.203,0.0
23,0042400401,1610612760,OKC,Oklahoma City,1630598,Aaron Wiggins,Aaron,,,9.000000:25,0.563,0.875,0.09,0.333,0.526,0.263,0.142,0.3
24,0042400401,1610612760,OKC,Oklahoma City,1629026,Kenrich Williams,Kenrich,,,0.000000:39,0.0,2.0,0.0,0.0,1.5,0.0,0.5,0.0
25,0042400401,1610612760,OKC,Oklahoma City,1642349,Ajay Mitchell,Ajay,,,4.000000:10,0.222,0.667,0.0,0.429,0.563,0.5,0.205,0.4
26,0042400401,1610612760,OKC,Oklahoma City,1631172,Ousmane Dieng,Ousmane,,DNP - Coach's Decision,,,,,,,,,
27,0042400401,1610612760,OKC,Oklahoma City,1641794,Dillon Jones,Dillon,,DNP - Coach's Decision,,,,,,,,,
28,0042400401,1610612760,OKC,Oklahoma City,1631119,Jaylin Williams,Jaylin,,DNP - Coach's Decision,,,,,,,,,
